source_URL,Readers Choice Votes,Readers Choice Category,Title,Author,Total Avg Rating,Number of Ratings,Number of Reviews,Number of Pages,Edition,Book Description,First Published date,Kindle Version and Price,Kindle Price,About the Author
https://www.goodreads.com/book/show/60701439-big-swiss?from_choice=true,7486,Fiction,Big Swiss,Jen Beagin,3.70,"39,021","6,532",336,Hardcover,"A brilliantly original and funny novel about a sex therapist’s transcriptionist who falls in love with a client while listening to her sessions. When they accidentally meet in real life, an explosive affair ensues.Greta lives with her friend Sabine in an ancient Dutch farmhouse in Hudson, New York. She spends her days transcribing therapy sessions for a sex coach who calls himself Om. She becomes infatuated with his newest client, a repressed married woman she affectionately refers to as Big Swiss, since she’s tall, stoic, and originally from Switzerland. They both have dark histories, but Big Swiss chooses to remain unattached to her suffering while Greta continues to be tortured by her past.One day, Greta recognizes Big Swiss’s voice at the dog park. In a panic, she introduces herself with a fake name and they quickly become enmeshed. Although Big Swiss is unaware of Greta’s true identity, Greta has never been more herself with anyone. Bold, outlandish, and filled with irresistible characters, Big Swiss is both a love story and also a deft examination of infidelity, mental health, sexual stereotypes, and more—from an amazingly talented, one-of-a-kind voice in contemporary fiction.",7-Feb-23,Kindle $12.99,12.99,"Jen Beagin holds an MFA in creative writing from the University of California, Irvine, and is a recipient of a 2017 Whiting Award in fiction. She is the author of Pretend I'm Dead and Vacuum in the Dark. A former cleaning lady, she lives in Hudson, New York."
https://www.goodreads.com/book/show/62919375-shark-heart?from_choice=true,6218,Fiction,Shark Heart,Emily Habeck,4.09,"14,205","3,355",416,Hardcover,"Newlyweds face the unimaginable in this epic tale about marriage, motherhood, and enduring love.For Lewis and Wren, their first year of marriage is also their last. A few weeks after their wedding, Lewis receives a rare diagnosis. He will retain most of his consciousness, memories, and intellect, but his physical body will gradually turn into a great white shark. As Lewis develops the features and impulses of one of the most predatory creatures in the ocean, his complicated artist’s heart struggles to make peace with his unfulfilled dreams.At first, Wren internally resists her husband’s fate. Is there a way for them to be together after Lewis changes? Then, a glimpse of Lewis’s developing carnivorous nature activates long-repressed memories for Wren, whose story vacillates between her childhood living on a houseboat in Oklahoma, her time with a college ex-girlfriend, and her unusual friendship with a woman pregnant with twin birds. Woven throughout this bold novel is the story of Wren’s mother, Angela, who becomes pregnant with Wren at fifteen in an abusive relationship amidst her parents’ crumbling marriage. In the present, all of Wren’s grief eventually collides, and she is forced to make an impossible choice.A sweeping love story that is at once lyrical and funny, airy and visceral, Shark Heart is an unforgettable, gorgeous novel about life’s perennial questions, the fragility of memories, finding joy amidst grief, and creating a meaningful life. This daring debut marks the arrival of a wildly talented new writer abounding with originality, humor, and heart.",8-Aug-23,Kindle $5.99,5.99,"Emily Habeck has a BFA in theater from SMU’s Meadows School of the Arts as well as master’s degrees from Vanderbilt Divinity School and Vanderbilt’s Peabody College. She is from Ardmore, Oklahoma. Shark Heart is her first novel."
https://www.goodreads.com/book/show/59381516-evil-eye?from_choice=true,5708,Fiction,Evil Eye,Etaf Rum,3.94,"8,424","1,255",352,Hardcover,"The acclaimed New York Times bestselling author of A Woman Is No Man returns with a striking exploration of the expectations of Palestinian-American women, the meaning of a fulfilling life, and the ways our unresolved pasts affect our presents.Raised in a conservative and emotionally volatile Palestinian family in Brooklyn, Yara thought she would finally feel free when she married a charming entrepreneur who took her to the suburbs. She’s gotten to follow her dreams, completing an undergraduate degree in Art and landing a good job at the local college. As a traditional wife, she also raises their two school-aged daughters, takes care of the house, and has dinner ready when her husband gets home. With her family balanced with her professional ambitions, Yara knows that her life is infinitely more rewarding than her own mother’s. So why doesn’t it feel like enough?  After her dream of chaperoning a student trip to Europe evaporates and she responds to a colleague’s racist provocation, Yara is put on probation at work and must attend mandatory counseling to keep her position. Her mother blames a family curse for the trouble she’s facing, and while Yara doesn’t really believe in old superstitions, she still finds herself growing increasingly uneasy with her mother’s warning and the possibility of falling victim to the same mistakes.Shaken to the core by these indictments of her life, Yara finds her carefully constructed world beginning to implode. To save herself, Yara must reckon with the reality that the difficulties of the childhood she thought she left behind have very real—and damaging—implications not just on her own future but that of her daughters.",5-Sep-23,Kindle $14.99,14.99,
https://www.goodreads.com/book/show/62049729-the-celebrants?from_choice=true,5282,Fiction,The Celebrants,Steven  Rowley,3.67,"28,674","4,084",320,Hardcover,"A Big Chill for our times, celebrating decades-long friendships and promises—especially to ourselves—by the bestselling and beloved author of The Guncle.It’s been a minute—or five years—since Jordan Vargas last saw his college friends, and twenty-eight years since their graduation when their adult lives officially began. Now Jordan, Jordy, Naomi, Craig, and Marielle find themselves at the brink of a new decade, with all the responsibilities of adulthood, yet no closer to having their lives figured out. Though not for a lack of trying. Over the years they’ve reunited in Big Sur to honor a decades-old pact to throw each other living “funerals,” celebrations to remind themselves that life is worth living—that their lives mean something, to one another if not to themselves.But this reunion is different. They’re not gathered as they were to bolster Marielle as her marriage crumbled, to lift Naomi after her parents died, or to intervene when Craig pleaded guilty to art fraud. This time, Jordan is sitting on a secret that will upend their pact.A deeply honest tribute to the growing pains of selfhood and the people who keep us going, coupled with Steven Rowley’s signature humor and heart, The Celebrants is a moving tale about the false invincibility of youth and the beautiful ways in which friendship helps us celebrate our lives, even amid the deepest challenges of living.",30-May-23,Kindle $14.99,14.99,"Steven Rowley is the bestselling author of Lily and the Octopus, a Washington Post Notable Book of 2016, The Editor, named by NPR and Esquire Magazine as one of the Best Books of 2019, and The Guncle, a Goodreads Choice Awards finalist for 2021 Novel of the Year and semi-finalist for The Thurber Prize in American Humor. His fiction has been published in twenty languages. Rowley lives in Palm Springs, CA with his husband, the writer Byron Lane."
https://www.goodreads.com/book/show/60784757-birnam-wood?from_choice=true,4425,Fiction,Birnam Wood,Eleanor Catton,3.84,"21,496","3,304",432,Hardcover,"Birnam Wood is on the move . . . Five years ago, Mira Bunting founded a guerrilla gardening group: Birnam Wood. An undeclared, unregulated, sometimes-criminal, sometimes-philanthropic gathering of friends, this activist collective plants crops wherever no one will notice: on the sides of roads, in forgotten parks, and neglected backyards. For years, the group has struggled to break even. Then Mira stumbles on an answer, a way to finally set the group up for the long term: a landslide has closed the Korowai Pass, cutting off the town of Thorndike. Natural disaster has created an opportunity, a sizable farm seemingly abandoned.But Mira is not the only one interested in Thorndike. Robert Lemoine, the enigmatic American billionaire, has snatched it up to build his end-times bunker--or so he tells Mira when he catches her on the property. Intrigued by Mira, Birnam Wood, and their entrepreneurial spirit, he suggests they work this land. But can they trust him? And, as their ideals and ideologies are tested, can they trust each other?A gripping psychological thriller from the Booker Prize-winning author of The Luminaries, Birnam Wood is Shakespearean in its wit, drama, and immersion in character. A brilliantly constructed consideration of intentions, actions, and consequences, it is an unflinching examination of the human impulse to ensure our own survival.",7-Mar-23,Kindle $14.99,14.99,"Eleanor Catton (born 1985) is a New Zealand author. Catton was born in Canada while her father, a New Zealand graduate, was completing a doctorate at the University of Western Ontario. She lived in Yorkshire until the age of 13, before her family settled in Canterbury, New Zealand. She studied English at the University of Canterbury, and completed a Master's in Creative Writing at The Institute of Modern Letters, Victoria University of Wellington. She wrote her first novel, The Rehearsal, as her master's thesis.Eleanor Catton holds an MFA from the Iowa Writers’ Workshop, where she also held an adjunct professorship, and an MA in fiction from the International Institute of Modern Letters at Victoria University of Wellington. Currently she teaches creative writing at the Manukau Institute of Technology."
https://www.goodreads.com/book/show/61815336-the-connellys-of-county-down?from_choice=true,3589,Fiction,The Connellys of County Down,Tracey Lange,3.88,"15,685","2,403",288,Hardcover,"When Tara Connelly is released from prison after serving eighteen months on a drug charge, she knows rebuilding her life at thirty years old won’t be easy. With no money and no prospects, she returns home to live with her siblings, who are both busy with their own problems. Her brother, a single dad, struggles with the ongoing effects of a brain injury he sustained years ago, and her sister’s fragile facade of calm and order is cracking under the burden of big secrets. Life becomes even more complicated when the cop who put her in prison keeps showing up unannounced, leaving Tara to wonder what he wants from her now.While she works to build a new career and hold her family together, Tara finds a chance at love in a most unlikely place. But when the Connellys’ secrets start to unravel and threaten her future, they all must face their worst fears and come clean, or risk losing each other forever.The Connellys of County Down is a moving novel about testing the bounds of love and loyalty. It explores the possibility of beginning our lives anew, and reveals the pitfalls of shielding each other from the bitter truth.",1-Aug-23,Kindle $14.99,14.99,"Tracey Lange was born and raised in New York City. She graduated from the University of New Mexico with a degree in psychology before owning and operating a behavioral healthcare company with her husband for fifteen years. While writing her debut novel, We Are the Brennans, she completed the Stanford University online novel writing program. She currently lives in Bend, Oregon with her husband, two sons, and beloved German Shepherd."
https://www.goodreads.com/book/show/62039166-the-bee-sting?from_choice=true,3083,Fiction,The Bee Sting,Paul Murray,4.07,"8,986","1,389",656,Hardcover,"From the author of Skippy Dies comes Paul Murray's The Bee Sting, an irresistibly funny, wise, and thought-provoking tour de force about family, fortune, and the struggle to be a good person when the world is falling apart.The Barnes family is in trouble. Dickie’s once-lucrative car business is going under―but rather than face the music, he’s spending his days in the woods, building an apocalypse-proof bunker with a renegade handyman. His wife Imelda is selling off her jewelry on eBay, while their teenage daughter Cass, formerly top of her class, seems determined to binge-drink her way through her final exams. And twelve-year-old PJ is putting the final touches to his grand plan to run away from home.Where did it all go wrong? A patch of ice on the tarmac, a casual favor to a charming stranger, a bee caught beneath a bridal veil―can a single moment of bad luck change the direction of a life? And if the story has already been written―is there still time to find a happy ending?",15-Aug-23,Kindle $14.99,14.99,"Paul Murray is an Irish novelist. He studied English literature at Trinity College, Dublin and has written two novels: An Evening of Long Goodbyes (shortlisted for the Whitbread Prize in 2003, and nominated for the Kerry Irish Fiction Award) and Skippy Dies (longlisted for the 2010 Booker Prize and the 2010 Bollinger Everyman Wodehouse Award for comic fiction)."
https://www.goodreads.com/book/show/65650229-wellness?from_choice=true,2983,Fiction,Wellness,Nathan  Hill,4.04,"13,446","2,018",624,Hardcover,"The New York Times best-selling author of The Nix is back with a poignant and witty novel about marriage, the often baffling pursuit of health and happiness, and the stories that bind us together. From the gritty '90s Chicago art scene to a suburbia of detox diets and home-renovation hysteria, Wellness reimagines the love story with a healthy dose of insight, irony, and heart.“A hilarious and moving exploration of a modern marriage that astounds in its breadth and intimacy.”—Brit Bennett, author of The Vanishing HalfWhen Jack and Elizabeth meet as college students in the '90s, the two quickly join forces and hold on tight, each eager to claim a place in Chicago’s thriving underground art scene with an appreciative kindred spirit. Fast-forward twenty years to married life, and alongside the challenges of parenting, they encounter cults disguised as mindfulness support groups, polyamorous would-be suitors, Facebook wars, and something called Love Potion Number Nine.For the first time, Jack and Elizabeth struggle to recognize each other, and the no-longer-youthful dreamers are forced to face their demons, from unfulfilled career ambitions to painful childhood memories of their own dysfunctional families. In the process, Jack and Elizabeth must undertake separate, personal excavations, or risk losing the best thing in their lives: each other.",26-Sep-23,Kindle $14.99,14.99,"Nathan Hill's short fiction has appeared in many literary journals, including The Iowa Review, AGNI, The Gettysburg Review, and Fiction, where he was awarded the annual Fiction Prize. A native Iowan, he lives with his wife in Naples, Florida. THE NIX is his first novel.Connect on Twitter: http://www.twitter.com/nathanreadsConnect on Facebook: http://www.facebook.com/nathanhillauthorOfficial Website: http://www.nathanhill.net"
https://www.goodreads.com/book/show/65215321-blackouts?from_choice=true,2611,Fiction,Blackouts,Justin Torres,3.96,"1,752",376,306,Hardcover,"From the bestselling author of We the Animals, Blackouts mines lost histories--personal and collective.Out in the desert in a place called the Palace, a young man tends to a dying soul, someone he once knew briefly, but who has haunted the edges of his life. Juan Gay--playful raconteur, child lost and found and lost, guardian of the institutionalized--has a project to pass along to this new narrator. It is inspired by a true artifact of a book, Sex Variants: A Study in Homosexual Patterns, which contains stories collected in the early twentieth century from queer subjects by a queer researcher, Jan Gay, whose groundbreaking work was then co-opted by a committee, her name buried. As Juan waits for his end, he and the narrator trade stories--moments of joy and oblivion--and resurrect lost loves, lives, mothers, fathers, minor heroes. The past is with us, beside us, ahead of us; what are we to create from its gaps and erasures?Inspired by Kiss of the Spider Woman,  Pedro Páramo, Voodoo Macbeth, the book at its own center and the woman who created it, oral histories, and many more texts, images, and influences, Justin Torres's Blackouts is a work of fiction that sees through the inventions of history and narrative. An extraordinary work of creative imagination, it insists that we look long and steady at the world we have inherited and the world we have made--a world full of ghostly shadows and flashing moments of truth.",10-Oct-23,Kindle $14.99,14.99,"JUSTIN TORRES grew up in upstate New York. His work has appeared in The New Yorker, Granta, Tin House, Glimmer Train, and other publications. A graduate of the Iowa Writers' Workshop, he is a recipient of the Rolón United States Artist Fellowship in Literature, and is now a Wallace Stegner Fellow at Stanford. He has worked as a farmhand, a dog-walker, a creative writing teacher, and a bookseller."
https://www.goodreads.com/book/show/123414019-family-meal?from_choice=true,2176,Fiction,Family Meal,Bryan Washington,3.72,"2,841",493,320,Hardcover,"From the bestselling, award-winning author of Memorial and Lot, an irresistible, intimate novel about two young men, once best friends, whose lives collide again after a loss.Cam is living in Los Angeles and falling apart after the love of his life has died. Kai's ghost won't leave Cam alone; his spectral visits wild, tender, and unexpected. When Cam returns to his hometown of Houston, he crashes back into the orbit of his former best friend, TJ, and TJ's family bakery. TJ's not sure how to navigate this changed Cam, impenetrably cool and self-destructing, or their charged estrangement. Can they find a way past all that has been said - and left unsaid - to save each other? Could they find a way back to being okay again, or maybe for the first time?When secrets and wounds become so insurmountable that they devour us from within, hope and sustenance and friendship can come from the most unlikely source. Spanning Los Angeles, Houston, and Osaka, Family Meal is a story about how the people who know us the longest can hurt us the most, but how they also set the standard for love. With his signature generosity and eye for food, sex, love, and the moments that make us the most human, Bryan Washington returns with a brilliant new novel.",10-Oct-23,Kindle $14.99,14.99,"Bryan Washington is an American writer. He published his debut short story collection, Lot, in 2019 and a novel, Memorial, in 2020."
